activity_uuid_product_uuid,activity_name,geography,reference_product_unit
aef53d5a-e3ac-56e6-9cc1-1c5a30a27417_66c93e71-f32b-4591-901c-55395db5c132,热电联产、石油,西班牙,kWh
aef53d5a-e3ac-56e6-9cc1-1c5a30a27417_71e2f1db-a2c5-44d0-8337-dfff15be974d,热电联产、石油,西班牙,MJ
aefbad3b-d059-598d-860c-4a216a8331b6_b4100a1f-4f86-4652-abf0-b877046c8f48,隔音结构，热电联产机组，160kW 电,世界其它,unit
aefc75af-820a-5729-a3f4-00a266b853a2_66c93e71-f32b-4591-901c-55395db5c132,电力、高压、残余混合物,爱尔兰,kWh
aefd1876-17e9-5bb7-b7fc-c9ca62b7c568_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b,热生产，硬煤型煤，炉子 5-15kW,欧洲除了瑞士,MJ
aeff5334-1c93-59e1-97bc-409703e0b543_11bd64cc-4415-44e4-8cf0-edde6adc6b46,2-甲基-2-丁醇生产,欧洲,kg
af015e66-949f-5586-9f7c-9dc6a25a6655_0d9ee50e-e44e-41d9-b0d4-748ce8b6def0,"market for ventilation duct, 弯头 90°, 钢, 100x50 mm",全球,unit
af082a9f-4ce7-549f-bfa1-e6cc98ddc252_da85af95-9191-4be6-aa68-e0a980c28785,运输、货运、卡车市场 7.5-16 公吨，1 欧元,巴西,metric ton*km
af0a8041-b8a9-5b19-a97f-387f3af068ae_be6ef9ec-def4-45c3-8252-b54fe99a0041,钻井废弃物处理、残渣填埋,世界其它,kg
af0df227-3291-5419-9444-f5ede45cf553_66c93e71-f32b-4591-901c-55395db5c132,电力生产、水电、径流式河流,澳大利亚,kWh
af0f7c8f-d7c7-5328-850b-83e2418789a3_1f2c710e-6c7a-43f1-b3b4-aa905fe1dafd,电源装置市场，用于台式电脑,全球,unit
af10aaac-fd8b-5857-ae86-0fa40f176126_66c93e71-f32b-4591-901c-55395db5c132,热电联产，木片，6667 kW，最先进的 2014,罗马尼亚,kWh
af10aaac-fd8b-5857-ae86-0fa40f176126_71e2f1db-a2c5-44d0-8337-dfff15be974d,热电联产，木片，6667 kW，最先进的 2014,罗马尼亚,MJ
af12b8dc-75ee-5cfb-9c25-2bad64dc0c89_8aaef912-67db-46e5-ae88-e6e8350aadf5,"维修, 公共汽车",瑞士,unit
af18a6d5-19d9-5924-a868-3c1e5dc06424_66c93e71-f32b-4591-901c-55395db5c132,电力生产、石油,加拿大萨斯喀彻温省,kWh
af1e9831-55f9-5134-88df-a6ca391c6e71_66c93e71-f32b-4591-901c-55395db5c132,电力生产，风力，>3MW 涡轮机，陆上,加拿大育空地区,kWh
af20b030-feb3-5f70-a133-0345e396b1fd_5c21b18e-e32d-4c76-8d16-2238632163c2,聚苯乙烯生产，可膨胀,世界其它,kg
af235c79-2fe0-5d49-95be-e0605e16fd0d_1db6c3dc-aa85-473c-ac8b-06832af0b1ba,激光加工市场，金属，带 YAG 激光器，30W 功率,全球,hour
af3192e4-c39e-5fef-8bf7-e668bfdc117a_66c93e71-f32b-4591-901c-55395db5c132,电力生产、石油,印度拉贾斯坦邦,kWh
af3a8b10-5de0-54b0-98c6-cc11fc63564e_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874,土地保有权市场，耕地，以碳净初级生产力衡量，一年生作物,阿根廷,kg
af3f030b-6818-5cef-a753-e8794a107d86_dba2f627-2df2-4bba-97dd-e6caf0c94edf,水泥市场，CEM IV/A,瑞士,kg
af42207b-ff82-5d5e-8a35-9b7548e77556_cf8c95e1-aa88-4d23-9d83-065a935387d3,石灰石采石场作业,"加拿大,魁北克",kg
af43a506-0c83-52ed-98af-fb11cfb0f667_37eceabd-b33f-4757-a4b9-5c51dee1710d,砾石生产，粉碎,"加拿大,魁北克",kg
af443bec-aeb1-5162-869f-18b09fdc52af_86cacbf8-b1a0-42ad-b7de-d2df65bd3a57,富铟浸出渣的市场，来自锌生产库存,全球,kg
af4af765-be1b-566d-8c31-f9ee7950651d_5bcb4640-2e25-4dc3-acc4-d89f308eb32c,运输、货运、带冷藏箱的飞机、冷却市场,全球,metric ton*km
af51b4e4-7ae4-5929-97e1-d6b360fc26be_66c93e71-f32b-4591-901c-55395db5c132,电力生产、水电、水库、高山地区,北马其顿,kWh
af5324a3-a48a-5ad2-92ea-623a66dc3623_e0b59b4c-31bc-4151-b5b3-7bb5e1641ded,泡沫玻璃生产，无碎玻璃,全球,kg
af54342e-ab3d-57b3-9edc-0e4c30e95992_ce62eef5-8398-4149-9418-5bff3cad94ec,膨胀容器生产，25l,世界其它,unit
af5deb57-caa0-5ad9-b3b4-a191b640c21b_306c02e5-b73f-4813-90ee-b2e3259a09b1,集热场区域建设，太阳能热抛物面槽，50 MW,世界其它,unit
af624cd5-60c0-5b9a-ad15-d447d842761a_3f667976-b486-4a60-a9ce-ab972e437fe3,扩大蛭石生产,世界其它,kg
af632bf8-a086-58f0-a1bf-7544a911e7c6_b0ba5ada-4b2a-4a29-b383-bdd78d6bbad6,折叠纸箱市场,世界其它,kg
af6989bd-fc1a-570d-bb4d-230ea5206a1e_66c93e71-f32b-4591-901c-55395db5c132,电力生产、天然气、传统发电厂,中国，天津(天津),kWh
af6b601f-f652-59e2-aab4-1be206a101bd_3cebe0c0-f87c-4d6d-ab00-9866862dbf7b,"光伏模块生产, 建筑一体化, 用于外墙安装",欧洲,m2
af7024c7-142a-58bc-b1cb-f827660603a9_fa6f1b55-8b52-4052-a2c8-0a0ba7a22d17,玻璃纤维增强塑料生产，聚酯树脂，手糊,欧洲,kg
af713809-83c8-5285-8e3f-0c9f495e99dd_f131b9cf-1930-4f27-af09-2d78a13662e4,陶瓷厂市场,全球,unit
af714c1d-1dd4-5e8d-9228-4b7aef73dc2a_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力电压转换，剩余混合，从高压到中压,罗马尼亚,kWh
af7a3d48-b1e7-5491-a573-99e96e91f968_8d7c013a-5aca-44d7-8fc4-193844d2953a,废包装纸的处理，露天垃圾场，超干旱渗透级（-250mm）,全球,kg
af7b3715-023c-59e4-8c75-b3de3ce5a7e4_d69294d7-8d64-4915-a896-9996a014c410,电力市场，低压,科索沃,kWh
af7c01cd-9829-5ad4-8f59-0bb50d5950a4_1b0de015-ab20-4633-ac0e-715445cb88a6,氯化磷市场,欧洲,kg
af7d1f66-ae6a-5b85-9078-619966a7dcf7_97c03bf4-867b-44c4-93fe-f090be5bddcc,农业级硝酸钾市场,全球,kg
af825e8b-c501-587e-a1af-fdf753f67498_0d3eda5a-4601-4573-9549-0701c459ab88,硬煤，ZA进口,印度,kg
af83897f-d521-56a7-a084-f47980222ce0_cc0d4252-6207-41d6-8567-bcbad58a7bef,废铜市场，分类，压制,全球,kg
af848eb5-c677-5160-a499-613ce4ba9d73_760a7b1e-b405-4f8a-ad37-f032f36c02c0,扁竹生产,巴西,kg
af857d7a-700f-5205-b930-04938d3c1a3a_aa802c70-0009-5762-b715-e9c07af1c224,碱性氧气炉渣市场，用于回收,世界其它,kg
af87f285-11dd-5065-a299-9fa86442f19b_ab03d317-2b8c-48dc-b406-a7257b645b39,底灰市场，MSWI-WWT，来自混凝土生产的 WW,全球,kg
af8846c5-fd79-5775-95a0-9d809e66eaed_9cdb112b-0d90-4d76-9cec-412b0c67d8bb,废聚氨酯市场,芬兰,kg
af915867-5177-5489-a12f-11f9e592bd27_ac21a604-4cf8-4b71-8900-03c2d3aa6694,助留剂市场，用于造纸,欧洲,kg
af937ced-2f05-5549-b9d0-89f5ea1e0bff_06440ac0-a1f5-4ba5-a0f7-727570bfbfff,铜精矿、硫化矿的冶炼,中国,kg
af937ced-2f05-5549-b9d0-89f5ea1e0bff_9d63da75-8289-4b96-a900-67ec3bd40a16,铜精矿、硫化矿的冶炼,中国,kg
af948f5e-549e-5d31-8150-94c9a5c03ea0_9b9edcf3-0539-4642-9516-0df642a5c41a,已经使用的土地，一年生农田到多年生作物,秘鲁,kg
af94b314-1030-5021-ac72-7fe856826aee_1125e767-7b5d-442e-81d6-9b0d3e1919ac,热电联产、天然气、传统发电厂、100MW 电力,RFC公司负责北美电网,MJ
af94b314-1030-5021-ac72-7fe856826aee_66c93e71-f32b-4591-901c-55395db5c132,热电联产、天然气、传统发电厂、100MW 电力,RFC公司负责北美电网,kWh
af999faa-2f66-530b-a310-1dc13a0d139c_382471d0-afca-4f0d-bec6-f0bfe2c28225,废印刷电路板的处理、切碎和分离,世界其它,kg
af99d4ba-c26e-5d3d-8da0-94342a5012a5_9cf8ff38-4c1a-4e5a-aa3f-923bf062359f,二氧化锡市场,全球,kg
af9da06f-e883-53ce-acd2-422ab9f4043a_f49bd7fe-fef7-4d80-8f28-2ead540835b9,运输市场，乘用车，3 欧元,欧洲,km
af9de58b-93f4-5f7c-af6d-a8995cc5e12d_cca439a0-2e00-45f0-a360-2aad6ce606a9,铝电解耐火废锅衬处理，残料填埋,瑞士,kg
af9ea86e-0a95-546b-b27e-ae0d141cc0c3_88afd721-07ec-4910-a004-fa3fecb6bf70,废塑料、混合物市场,波斯尼亚和黑塞哥维那,kg
af9fe4f1-ec46-5535-8113-aa96faba6973_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，BE进口,联合王国,kWh
afa36d21-abf1-5f3b-99d6-b82b3b31312e_27da8130-82ba-485c-a800-b89efdcb0491,生活垃圾处理、卫生填埋,"加拿大,魁北克",kg
afa8a751-3ba4-5205-9b5f-fb64be6ba5ec_66c93e71-f32b-4591-901c-55395db5c132,电，高压，BG进口,北马其顿,kWh
afaaa36f-b5ea-5483-b384-81ba678c6c0b_ac607c93-afd8-42a0-87d7-c6e4dc3cb1e0,银矿开采作业,秘鲁,kg
afaaa36f-b5ea-5483-b384-81ba678c6c0b_b7e3b1ef-098a-48f1-b686-8baa82cff1d3,银矿开采作业,秘鲁,kg
afaaa36f-b5ea-5483-b384-81ba678c6c0b_d5f3fdb3-44b1-4f40-a9b8-207c0552c552,银矿开采作业,秘鲁,kg
afaed1a2-3bbb-5093-879a-97aecba83c91_291fc06d-1b3e-4077-aabb-346b588ed24b,柴油市场组,全球,kg
afb95ec6-4c60-5594-b3cb-0c208b10c7df_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874,已经使用的土地，一年生农田到一年生作物,加拿大,kg
afc41881-8fa4-5fa0-9fa1-c2ee4ad2512a_7d9fbf75-0c6d-4786-9aad-a065231790d6,底灰市场，MSWI[F]-WWT，来自 LCD 背光生产的 WW,瑞士,kg
afc42b7b-481b-5d0e-8bd1-976f9a4754ae_d69294d7-8d64-4915-a896-9996a014c410,电力电压转换，剩余混合，从中压到低压,比利时,kWh
afcb9360-35f6-5c89-8773-e1539539dbd3_521334e0-150e-5f93-8524-1fd1c9ba370d,达米肼市场,全球,kg
afcc0285-fa00-548c-9457-21246ac5c093_da17f9b2-420c-5f5b-8f1c-cd5f252d64c1,硫酸肼生产,全球,kg
afcd9e16-c9da-5a8d-8902-a49acde297bf_63775a1e-2862-48b9-a8e0-a710ece3dc4b,α-萘酚市场,全球,kg
afce101b-e7a6-5df8-9c18-a4cf1051cbaf_a9007f10-7e39-4d50-8f4a-d6d03ce3d673,天然气，高压，美国进口,联合王国,m3
afd4c7a4-c587-52d0-a2a1-566621456d5b_66c93e71-f32b-4591-901c-55395db5c132,电力、高压、生产组合,阿曼,kWh
afd91fd9-1e32-5818-996d-fcb0b1560a1d_596ca18d-28a7-46db-bf11-2064b03879d2,菠萝市场,全球,kg
afdb0590-4d28-528f-9c80-1912a71cfa7d_2e1d1b7d-eefc-4713-b9e5-0db3ed345ecd,晶圆厂建设,世界其它,unit
afdbe36b-7efd-54d8-916b-7e0e3f501a90_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，从CZ进口,奥地利,kWh
afdbfed6-554a-56fd-8101-9be491e69817_a300dfb2-454a-4bb1-aabc-257cc84994c3,戊烷市场,全球,kg
afdf54f8-70c6-5a11-850c-de811235e5d7_9a63d81f-e922-4b53-85ff-d1074882d61e,钢车削，平均，计算机数控,世界其它,kg
afe0424c-91b1-51ae-9518-07e5ce54bd01_b80eb2d5-1256-41bb-a61d-83252d0dfd4d,柴油，低硫，欧洲进口,瑞士,kg
afe26738-802c-5dae-807e-7d4f501d1371_1c17413f-82b0-4ddb-beef-63854b1a8e1f,废散铁市场，不包括钢筋,欧洲除了瑞士,kg
aff0714d-d1be-57e1-a64a-0148bc07b5d2_66c93e71-f32b-4591-901c-55395db5c132,电力生产、石油,罗马尼亚,kWh
aff5029c-3900-5345-8c12-2424f18446f8_cb09bcae-b469-4f41-84a6-cdd1e958e027,油菜种子生产,美国,kg
afff22c9-be04-5762-933d-3a44d617af5c_7dea0df1-ecc7-464f-9e3c-698f0a782311,亚麻壳市场,全球,kg
b00068fa-b9c9-529b-bb37-fa3621a9e463_b5a81719-8174-482a-af3d-1c5456de14b1,锯木生产，软木，原料，干燥 (u=10%),世界其它,m3
b002b18b-5edf-5061-a3ce-22a1213cf9db_66c93e71-f32b-4591-901c-55395db5c132,电力生产，风力，>3MW 涡轮机，陆上,希腊,kWh
b005bbd7-7341-5079-b2b0-54511f694799_66c93e71-f32b-4591-901c-55395db5c132,电力市场，高压,津巴布韦,kWh
b00d4736-c65a-5e35-a3d9-bafb0073b18d_5c8dda35-ca22-40d1-a317-a0962ee217c3,工程木龙骨生产,世界其它,m
b0111773-7759-5ef7-ba35-14049f89e53b_e8df64cf-359b-4900-a713-9909ea426fa3,邻氯甲苯市场,世界其它,kg
b0156759-09bf-5e79-aa46-be4619a20aff_8a92ef62-158f-464a-82f4-114523386ffd,底灰市场，MSWI[F]-WWT，来自液晶生产的 WW,瑞士,kg
b015e420-7731-516e-80ef-e3e50bd1c60b_03cd4f38-583b-4cc1-bd08-23e2dcc04464,鱼粉和鱼油生产，65-67% 蛋白质,世界其它,kg
b015e420-7731-516e-80ef-e3e50bd1c60b_24878a86-f390-4b7e-9019-75947138a59b,鱼粉和鱼油生产，65-67% 蛋白质,世界其它,kg
b01d4a80-bfee-5d2c-a3e7-4f211b5bfc58_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874,土地保有权市场，耕地，以碳净初级生产力衡量，一年生作物,墨西哥,kg
b01eab2f-953e-5c6d-a36f-eb3e9464de4f_80eda5b6-76c9-41f1-9abc-de1d06482d7a,硅生产，电子级,世界其它,kg
b01eab2f-953e-5c6d-a36f-eb3e9464de4f_9026eea7-3dee-436a-8d49-c3e2385f2d62,硅生产，电子级,世界其它,kg
b01eab2f-953e-5c6d-a36f-eb3e9464de4f_c5dc418f-3f77-43e6-8725-5032e6c99c8c,硅生产，电子级,世界其它,kg
b020d1e8-a2e5-5435-ad5d-47093c12dc90_30766ef3-4fdb-4156-aacc-4824c216a0cd,三氯甲烷生产,欧洲,kg
b02330bb-a089-56b9-bbd4-30b445915108_2d8be244-88a5-4470-a0b9-41f5d83876fe,风力涡轮机市场，750kW，陆上,全球,unit
b029ae79-454b-576b-99bb-0611a78a741d_2b8a9ea3-5dea-47c1-9c37-e98a1dd9f2d0,印刷线路板市场，通孔安装，未指定，无铅,全球,kg
b03165cf-2efd-51d6-af29-136c161f27c3_db0c4b8c-2b20-4c29-af86-30b8ee8d4f1b,残渣处理、MSWI-WWT、GGBFS 生产产生的 WW、残渣填埋场,世界其它,kg
b033073d-c716-5706-aebb-c814f5871cc3_9cb78560-11c1-43c8-88fc-e31022826dd7,处理用过的门、外部、木玻璃、收集以进行最终处置,瑞士,m2
b03776e9-e348-559d-bf04-3d7729a4bc62_332485f5-12a7-4bd8-95bb-288d31fafe3d,处理底灰、MSWI-WWT、生铁生产中的 WW、渣室,世界其它,kg
b0391a70-fff5-57aa-bd0a-a4fa632bed0c_1d32b849-121f-4d23-853c-fa2bf55c42e9,土地利用变化市场，一年生作物,巴西帕拉伊巴,ha
b03b91e9-f107-523e-aabf-d1e57c64bb10_e9661fc2-f27f-4b41-87cc-2d55a4bee0cd,平板玻璃市场，未镀膜,欧洲,kg
b03c6b3b-127c-56df-a66b-7136a356cc33_af6f0e39-5637-4468-9e83-850d772bd206,三乙胺生产,欧洲,kg
b03ffd31-4e3e-5acf-8109-7a0262c6d60e_66c93e71-f32b-4591-901c-55395db5c132,电厂高炉煤气处理,爱尔兰,kWh
b03ffd31-4e3e-5acf-8109-7a0262c6d60e_71e2f1db-a2c5-44d0-8337-dfff15be974d,电厂高炉煤气处理,爱尔兰,MJ
b0446b78-ebee-56e9-a7d2-382a7bc1daf2_c1d6d100-e442-4e1e-a307-4c5afb894a4c,节能，来自通风系统，6 x 120 m3/h，聚乙烯管道,瑞士,MJ
b055283e-eb1f-536d-84af-74d436362e07_bf0425ee-99c2-488e-9056-3495e9f4e9cb,深井钻探，用于深层地热发电,HICC美国电网,m
b05627d4-1839-51ba-9ea5-2d6624f0e054_239eca69-2df8-4065-ae2c-9d92585acebd,锯材市场，巴拉那松，干 (u=10%),世界其它,m3
b056552a-29bb-5623-8c1b-aa61075c8137_99714f4c-72ca-4ad8-8998-9564f8c35bea,电源块安装，太阳能热抛物面槽，50 MW,世界其它,unit
b05b697f-90a5-5a26-a92d-90813cd0e0fc_69b3d58f-ddde-59c4-a78d-2ededd641aab,已经使用的土地，多年生农田到森林，集约化,巴西，S?o保罗,kg
b060cba3-3853-5f0e-9bc8-544ad951bad2_baa6e208-013d-4fcd-99eb-84a5b65dfc60,二手制冷剂 R-600a 的市场,全球,kg
b06213d1-d493-5cea-b476-fe31cd0e800f_86a4e7b0-1fe2-4079-bfc6-5a6649ab48b9,二手电动乘用车人工拆解市场,全球,unit
b06fd1ab-7e08-5a59-9b18-d491b80f79ee_88fa9736-6a3b-5c51-b4c7-81a5d15dde83,"1,6-二异氰酸六亚甲基酯市场",欧洲,kg
b076a630-2e86-59cc-be42-aa1ccb0287d9_86663fb7-de61-47c3-b3f9-b6b80a6a20e3,驳船生产,欧洲,unit
b08102f3-37a7-5930-9ad8-09841219271e_7c4dafff-fe18-45c0-92e4-857950032abb,无机钾肥市场，如 K2O,冰岛,kg
b0840ec7-def0-54d2-bccf-f3b36488cb34_f42f6024-a63f-4cf7-9f70-4f40380a062e,锰生产,欧洲,kg
b0859b48-466e-5973-98d0-aa499be2911d_8931016e-3e07-5c9a-91a6-cd85b90a2aaa,已经使用的土地，一年生农田到牧场，人造,巴西，米纳斯吉拉斯州,kg
b087854e-eaa5-59cd-aa05-d1b5faace007_dcb70fd5-e305-4920-b68b-40697cc6a206,废聚对苯二甲酸乙二醇酯市场,马耳他,kg
b087f6d1-016e-52e3-bc45-85678d142ab3_7225e2a6-7fd6-40e2-b341-f097b027d119,植物保护产品的应用，通过田间喷雾器,世界其它,ha
b089ab6f-5eb6-5be0-87f9-131b0042dcf3_9d858a25-0611-42a3-a3ec-716d50d7a774,亚麻籽生产,世界其它,kg
b08a99c4-1215-57c6-a48b-8dc3636d6ee3_98b67b63-0c19-4f6e-9b36-c2cc10e6cc18,多式联运集装箱生产，45 英尺，高立方体,全球,unit
b08af60b-aa2d-503c-bd26-6bd8b8ccc7ba_a9f48e9a-2cea-4ef5-9d8f-90e001b4ee09,"草莓育苗, 不加热温室, 用于种植",西班牙,unit
b08b585d-fe3c-5a94-9891-b687fec37fb4_4353d08b-bc28-419e-8a6c-d319d6e488a2,汽车碎纸机残留物中的铅市场,世界其它,kg
b08d64f3-b1e1-5973-9975-1aadd2d99ec2_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，从OM进口,阿拉伯联合酋长国,kWh
b08dee7c-fda3-5474-9fee-c0da5b8fe456_0a3a160b-61be-48f3-9cc9-206b0f504195,茄子生产，开放领域,世界其它,kg
b09445cf-c26d-50d3-b6fb-89b73e741ca9_1c5d51e7-9762-5fbb-b707-03198c65b424,天然气，在燃气轮机中燃烧,哈萨克斯坦,MJ
b09536c0-7151-5f53-9938-64a5f83d6e41_7c4dafff-fe18-45c0-92e4-857950032abb,无机钾肥市场，如 K2O,德国,kg
b096cb7c-4002-57e9-8d6c-5330bfbebb04_1f4388f9-8a79-452d-8364-802a5bc5f548,运输市场，乘用车，大型，天然气，3 欧元,全球,km
b09806f2-898a-5f9d-925c-f677e5d6d217_bf0425ee-99c2-488e-9056-3495e9f4e9cb,深井钻探，用于深层地热发电,冰岛,m
b09f4ccd-5178-505d-b5b6-53579a94fa31_c928ddd4-b01e-4360-aad2-b74116db5a5f,底灰市场，MSWI[F]-WWT，来自陶瓷生产的 WW,瑞士,kg
b0a16b4b-0771-513a-ada4-5f57e1156e88_d69294d7-8d64-4915-a896-9996a014c410,电力生产、光伏、3kWp 倾斜屋顶安装、多晶硅、面板、已安装,中国，山东(山东),kWh
b0a21482-e83a-54e2-b838-95fa21b7b19d_dd0cbafd-b176-4ba4-860a-25a2e0663d14,石膏、矿物市场,印度,kg
b0a34cc3-b42c-52a0-a4d9-8e3c42ceab09_159ebab4-dc26-448a-a3d7-5c0f28ed883a,"操作, 电脑, 笔记本电脑, 关闭模式",欧洲除了瑞士,hour
b0a5a33f-629f-5e4d-8626-6401f97a666b_3226b077-8dac-4ee6-9679-90969920b69d,氢氧化钠溶液生产季戊四醇,世界其它,kg
b0a5a33f-629f-5e4d-8626-6401f97a666b_c38bc109-9347-463e-b539-2833c7c066d8,氢氧化钠溶液生产季戊四醇,世界其它,kg
b0ab4fe3-7b60-5d33-bb75-d1207e35d701_d442c8f3-cfd9-42cb-a262-c70cf03926ad,木材防腐剂生产，有机，室内使用，干燥,全球,kg
b0ac2ddc-a3cb-501c-9760-7adc164d4fbe_c1d6d100-e442-4e1e-a307-4c5afb894a4c,节能，来自通风系统，6 x 120 m3/h，钢管,世界其它,MJ
b0b49cea-d668-54b0-859a-c9297af482d4_d47b1a19-22dc-4950-bf7d-e499205bb957,铜集电箔生产，用于锂离子电池,全球,kg
b0b5cd92-7a66-5db6-8ad2-622a3999b801_a7abd72a-4d9c-4f99-abfc-3de79d425a96,木灰混合物的处理，纯的，土地农业,世界其它,kg
b0b7d27d-fae8-506f-8178-9d28c8f04a10_67d88d5e-1ca4-4824-a491-5900d48840df,压缩空气生产，800 kPa 规格，<30kW，优化生成,世界其它,m3
b0bd4ef4-4299-51c4-a909-30dffd4dd82c_8f99cbf5-83d9-4989-aaa6-65bcedd82df1,运输，乘用车，小型，天然气，4 欧元,世界其它,km
b0bee911-9471-55d6-a883-86b073b71ffb_db14b1bf-6c5e-4db1-833e-6bf331874714,二手双层玻璃市场，U<1.1W/m2K,全球,m2
b0bf941a-1aeb-5fca-a62f-6bf90b0af66d_ab75f8c2-4cc6-48da-b71b-2a7da2986b39,"操作, 住房系统, 牛, 宽松","加拿大,魁北克",unit
b0c5dc2d-f553-5f4a-84e7-24ac108c6dbb_3372cdea-bef5-4186-9ae6-b67a016aa67d,肥皂生产,世界其它,kg
b0c6dcdc-5d47-50b0-b6aa-1514867c7e49_d30ad511-0d19-4eae-8981-a8d11b965625,鱼类腌制厂建设和维护,世界其它,unit
b0c8d812-dc5b-5c87-b9b3-331d3756f069_318bc688-5b2f-56fa-8bab-3c071c0f52bb,来自粪便、液体、牛的养分供应,全球,kg
b0c8d812-dc5b-5c87-b9b3-331d3756f069_60e40c5e-8a0e-52f7-8c7f-2664ac536903,来自粪便、液体、牛的养分供应,全球,kg
b0c8d812-dc5b-5c87-b9b3-331d3756f069_6dbeade5-eb8e-5666-b681-f479757cfd86,来自粪便、液体、牛的养分供应,全球,kg
b0caaaa1-b147-59d6-be6a-e370f514893d_66c93e71-f32b-4591-901c-55395db5c132,发电、风力、1-3MW 涡轮机、陆上,日本,kWh
b0cbffe6-afcf-5d44-98ca-ae6fea13b76b_3d7cbbb1-cb35-4406-af7c-afd4cf2afe6a,鱼冷冻，小鱼,世界其它,kg
b0cfbb0f-4a82-5738-abbb-d5a7b662d4f7_a755ae96-2e6b-4ce2-ae2a-8f36682c1f6e,异丙醇市场,世界其它,kg
b0d987e7-2681-5bb1-aaf2-0026966a01b0_6ea1f939-c0f6-47bb-8096-167f11dcf99b,电缆市场，计算机连接器，不带插头,全球,m
b0db79fa-248e-5f2c-ac5b-88332d1d9747_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力市场，中压,阿尔及利亚,kWh
b0dc44de-8540-5cec-ad9d-665ebc8dc0c7_64cea105-f89a-4f95-ae44-84ff904a28fc,石灰石市场，粉碎，洗涤,世界其它,kg
b0dfdc72-c86f-50e8-a70f-e8760ef05c37_61ba3c6c-4ccb-478c-9348-b035f7e48913,"储存产量, 10'000 l",世界其它,unit
b0e66fe5-4719-5f5f-b269-19d64b283f98_66c93e71-f32b-4591-901c-55395db5c132,电力生产、核能、压水反应堆,中国，江苏(江苏),kWh
b0e68cb1-7357-54c1-a59a-d9f058736a9d_bb14c937-fb75-430a-bb90-128536904e85,二恶烷市场,世界其它,kg
b0eac7ee-6f30-5a37-8ffa-c091ed570aea_7694e67a-7f11-53b2-97fa-9526154d614c,硝酸铵钙生产,中国,kg
b0ec09e1-dc85-53d9-961c-4ec7bce24bc6_6f6b2d00-cae7-4151-a734-75841dc71059,残留物处理，MSWI[F]-WWT，WW，平均值，残留物填埋场,瑞士,kg
b0ed19fc-c9dd-5237-9688-f7666e3ba966_dae62135-2e34-4b47-bed2-e2ea1e137cd8,氯化钠生产，盐水溶液,欧洲,kg
b0eff759-9b19-51c9-87d3-c0cd84ec3d94_4fcfb407-7879-42ad-9582-ab3fbfe5af10,从高压到中压的电力电压转换，铝工业,IAI区域，亚洲，不包括中国和海合会,kWh
b0f0bae8-8748-529a-ace3-12a875fe0183_d69294d7-8d64-4915-a896-9996a014c410,电力生产，光伏，570kWp 露天安装，多晶硅,中国，安徽(安徽),kWh
b0f20203-6d9d-50da-9b1b-8ef77a5958ad_ddf3bfbd-ab01-4b0e-8a57-9d8d759dad5e,氯化钾污泥市场,全球,kg
b0f3544c-f504-5814-a83b-db1ff6a08e63_8ce2c556-d2fa-54e4-8fc5-994fffe18c5b,尿素硝酸铵混合物市场,中国,kg
b0f60a7e-8cd4-5820-a1c4-47b09913461e_40e42c9a-a0cf-4ad1-ad58-72f4dcae58ea,二手碳粉模块，激光打印机，黑色/白色，回收内容截止,全球,kg
b0f7eded-2ebc-599f-b282-bfa208c6d798_7e034d72-d5bc-4f72-b2f6-9062337a2504,沥青胶粘剂生产，冷,世界其它,kg
b0f94cf6-d94f-52b6-af10-3be731f4b947_a9007f10-7e39-4d50-8f4a-d6d03ce3d673,石油和天然气生产，陆上,马来西亚,m3
b0f94cf6-d94f-52b6-af10-3be731f4b947_e6aad2de-0b1b-49c3-a0c4-797ba34d87e5,石油和天然气生产，陆上,马来西亚,kg
b1001f00-159a-5ee0-925e-17304905a8d7_b9c8013b-204a-42f9-b73c-7400452fed97,甘蔗酒糟应用，通过轮盘灌溉设备,世界其它,ha
b103b6c3-4c8f-5ecf-beb8-e21efe2d33cf_86cf2137-cb67-4ab6-8041-8e767c0579f0,木材削片，工业残木，固定式电动削片机,世界其它,kg
b107aa5c-cf16-5b83-a3a0-2215e3a5bf1a_c7ec6487-051c-418c-8718-bb09506f8138,底灰市场，MSWI-WWT，来自 LCD 背光生产的 WW,全球,kg
b10960cc-c337-5560-b553-16864491083d_29ceec7a-ef32-4917-acae-092fab0ffee2,多晶硅片生产,世界其它,m2
b10b65cb-e0bd-5470-95da-fa425582bda3_0d84cdfe-bcf2-4821-8f34-d93b9f611c11,酚醛树脂生产,世界其它,kg
b10cd5be-4e61-52fd-b3d6-6379d806d658_e6f2d687-e015-44e2-ad5f-8f6b02481ab1,48% 溶液状态的无水硅酸钠市场,欧洲,kg
b10e4a29-b39e-52ee-b03a-a4ca8e4ad2eb_20ad63da-2f25-4737-8241-580ef0f1fd96,钢钻孔，常规,欧洲,kg
